"age","year","unit","season","area","iter","data"
"all",1990,"1","1","unique","1",1.36987230896882
"all",1991,"1","1","unique","1",1.22270573657134
"all",1992,"1","1","unique","1",1.02559662076088
"all",1993,"1","1","unique","1",1.16109810787662
"all",1994,"1","1","unique","1",0.773420069467092
"all",1995,"1","1","unique","1",1.12646572765274
"all",1996,"1","1","unique","1",0.820919742692377
"all",1997,"1","1","unique","1",0.765274438531272
"all",1998,"1","1","unique","1",1.23850505174922
"all",1999,"1","1","unique","1",1.05352076486269
"all",2000,"1","1","unique","1",1.10738594836274
"all",2001,"1","1","unique","1",0.830493951060923
"all",2002,"1","1","unique","1",0.939286859472246
"all",2003,"1","1","unique","1",0.862567500629491
"all",2004,"1","1","unique","1",0.887790274356698
"all",2005,"1","1","unique","1",0.862430717578395
"all",2006,"1","1","unique","1",0.735182558541325
"all",2007,"1","1","unique","1",1.10561329471858
"all",2008,"1","1","unique","1",1.25413036207353
"all",2009,"1","1","unique","1",0.87422412188186
"all",2010,"1","1","unique","1",0.780357844357962
"all",2011,"1","1","unique","1",0.838198842859971
"all",2012,"1","1","unique","1",1.16027513957694
"all",2013,"1","1","unique","1",1.34540334108976
"all",2014,"1","1","unique","1",0.922069303730156
"all",2015,"1","1","unique","1",0.723007512609199
"all",2016,"1","1","unique","1",0.961469527414684
"all",2017,"1","1","unique","1",1.13306634720749
"all",2018,"1","1","unique","1",0.901419611422947
"all",2019,"1","1","unique","1",0.923449080120851
"all",2020,"1","1","unique","1",1.12697303962879
"all",2021,"1","1","unique","1",0.773552383065453
"all",2022,"1","1","unique","1",1.45386040775074
"all",2023,"1","1","unique","1",1.03208469938966
"all",2024,"1","1","unique","1",0.857445851306895
"all",2025,"1","1","unique","1",1.11506534878395
"all",1990,"1","2","unique","1",1.48407981699363
"all",1991,"1","2","unique","1",0.87738361793348
"all",1992,"1","2","unique","1",0.808282739306099
"all",1993,"1","2","unique","1",0.772364673022613
"all",1994,"1","2","unique","1",0.677464845381445
"all",1995,"1","2","unique","1",1.27078546582753
"all",1996,"1","2","unique","1",0.820388455384307
"all",1997,"1","2","unique","1",1.14512370902341
"all",1998,"1","2","unique","1",0.839111040278738
"all",1999,"1","2","unique","1",0.889913599134316
"all",2000,"1","2","unique","1",0.968731376306521
"all",2001,"1","2","unique","1",1.56991520163905
"all",2002,"1","2","unique","1",1.02571422649268
"all",2003,"1","2","unique","1",1.21385171637583
"all",2004,"1","2","unique","1",1.05000036654214
"all",2005,"1","2","unique","1",0.691514638271699
"all",2006,"1","2","unique","1",0.790350418771393
"all",2007,"1","2","unique","1",1.05170953494694
"all",2008,"1","2","unique","1",1.05125530588049
"all",2009,"1","2","unique","1",1.8804202014846
"all",2010,"1","2","unique","1",1.07457460035438
"all",2011,"1","2","unique","1",1.70032581685629
"all",2012,"1","2","unique","1",0.840531689460153
"all",2013,"1","2","unique","1",1.26354884681219
"all",2014,"1","2","unique","1",1.01397910881319
"all",2015,"1","2","unique","1",1.27740618904312
"all",2016,"1","2","unique","1",1.23156197056915
"all",2017,"1","2","unique","1",0.898206869302232
"all",2018,"1","2","unique","1",1.64376561262339
"all",2019,"1","2","unique","1",1.0998580822279
"all",2020,"1","2","unique","1",1.06727684685395
"all",2021,"1","2","unique","1",0.771504417981999
"all",2022,"1","2","unique","1",0.909855079782357
"all",2023,"1","2","unique","1",0.685309258287228
"all",2024,"1","2","unique","1",1.01806636756342
"all",2025,"1","2","unique","1",0.9204088712578
"all",1990,"1","3","unique","1",0.667776447092274
"all",1991,"1","3","unique","1",1.21344981933886
"all",1992,"1","3","unique","1",0.749748931624278
"all",1993,"1","3","unique","1",1.16389889378932
"all",1994,"1","3","unique","1",1.14643860439213
"all",1995,"1","3","unique","1",1.02008849011845
"all",1996,"1","3","unique","1",0.518166719242312
"all",1997,"1","3","unique","1",0.835363397717903
"all",1998,"1","3","unique","1",1.07689776025239
"all",1999,"1","3","unique","1",0.858184521854562
"all",2000,"1","3","unique","1",1.11873218058062
"all",2001,"1","3","unique","1",1.15566212042481
"all",2002,"1","3","unique","1",1.23525884858556
"all",2003,"1","3","unique","1",0.757828349572852
"all",2004,"1","3","unique","1",0.759191294670659
"all",2005,"1","3","unique","1",1.03224530031852
"all",2006,"1","3","unique","1",0.889739144545429
"all",2007,"1","3","unique","1",0.772361507244287
"all",2008,"1","3","unique","1",1.0373041419457
"all",2009,"1","3","unique","1",0.739431181307459
"all",2010,"1","3","unique","1",0.81499865338062
"all",2011,"1","3","unique","1",0.831527477972339
"all",2012,"1","3","unique","1",1.08019466438564
"all",2013,"1","3","unique","1",0.901562260041783
"all",2014,"1","3","unique","1",0.807484347512223
"all",2015,"1","3","unique","1",1.28942975433862
"all",2016,"1","3","unique","1",0.879313463084727
"all",2017,"1","3","unique","1",0.786994459392003
"all",2018,"1","3","unique","1",0.767218256493922
"all",2019,"1","3","unique","1",0.901055631602071
"all",2020,"1","3","unique","1",0.972442620372902
"all",2021,"1","3","unique","1",0.656323175011036
"all",2022,"1","3","unique","1",0.86279836732155
"all",2023,"1","3","unique","1",1.21564993638082
"all",2024,"1","3","unique","1",0.782326148305082
